created_at	id	text	source	user	is_quote_status	retweet_count	favorite_count	entities	favorited	retweeted	filter_level
Fri Jun 02 00:21:54 +0000 2017	870435270080032768	RT @upbeatjeon: jikook harmonizing with each other's voice is the cure for depression https://t.co/7VRW3yjfe1	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	843103252518453248	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'upbeatjeon', 'name': 'u02d7u02cfu02cb jul u02ceu02cau02d7', 'id': 2293985329, 'id_str': '2293985329', 'indices': [3, 14]}], 'symbols': [], 'media': [{'id': 869882514122260480, 'id_str': '869882514122260480', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/869882514122260480/pu/img/6d_hwe6G-_gqiCMk.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/869882514122260480/pu/img/6d_hwe6G-_gqiCMk.jpg', 'url': 'https://t.co/7VRW3yjfe1', 'display_url': 'pic.twitter.com/7VRW3yjfe1', 'expanded_url': 'https://twitter.com/upbeatjeon/status/869883654679388160/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 340, 'h': 191, 'resize': 'fit'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'source_status_id': 869883654679388160, 'source_status_id_str': '869883654679388160', 'source_user_id': 2293985329, 'source_user_id_str': '2293985329'}]}	False	False	low
Fri Jun 02 00:21:54 +0000 2017	870435270281265152	me: go it'll be fun my anxiety: all ur friends hate u dont go	u003ca href=http://twitter.com rel=nofollowu003eTwitter Web Clientu003c/au003e	2894303831	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}	False	False	low
Fri Jun 02 00:21:55 +0000 2017	870435272046944256	RT @humansofny: u201cI donu2019t think Iu2019m going to miss eighth grade. Itu2019s been a tough year. A lot of my friends are struggling with depru2026 	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	745181525700812800	False	0	0	{'hashtags': [], 'urls': [{'url': '', 'expanded_url': None, 'indices': [133, 133]}], 'user_mentions': [{'screen_name': 'humansofny', 'name': 'Brandon Stanton', 'id': 237548529, 'id_str': '237548529', 'indices': [3, 14]}], 'symbols': []}	False	False	low
Fri Jun 02 00:21:56 +0000 2017	870435276405043200	https://t.co/JNIhXzbdQQ	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	25196728	False	0	0	{'hashtags': [], 'urls': [{'url': 'https://t.co/JNIhXzbdQQ', 'expanded_url': 'http://articles.mercola.com/sites/articles/archive/2016/03/10/anxiety-drug-overdose.aspx?utm_source=twitter.com&utm_medium=referral&utm_content=twittermercola_ranart&utm_campaign=20170601_anxiety-drug-overdose', 'display_url': 'articles.mercola.com/sites/articlesu2026', 'indices': [0, 23]}], 'user_mentions': [], 'symbols': []}	False	False	low
Fri Jun 02 00:21:56 +0000 2017	870435278527352832	RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and sociu2026 	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	3152132243	False	0	0	{'hashtags': [], 'urls': [{'url': '', 'expanded_url': None, 'indices': [136, 136]}], 'user_mentions': [{'screen_name': 'COCONUTOILBAE', 'name': 'indie', 'id': 415851343, 'id_str': '415851343', 'indices': [3, 17]}], 'symbols': []}	False	False	low
Fri Jun 02 00:05:58 +0000 2017	870431256797958147	RT @humansofny: u201cI donu2019t think Iu2019m going to miss eighth grade. Itu2019s been a tough year. A lot of my friends are struggling with depru2026 	u003ca href=http://twitter.com/download/android rel=nofollowu003eTwitter for Androidu003c/au003e	2269485719	False	0	0	{'hashtags': [], 'urls': [{'url': '', 'expanded_url': None, 'indices': [133, 133]}], 'user_mentions': [{'screen_name': 'humansofny', 'name': 'Brandon Stanton', 'id': 237548529, 'id_str': '237548529', 'indices': [3, 14]}], 'symbols': []}	False	False	low
Fri Jun 02 00:21:57 +0000 2017	870435281186340864	RT @sushitrash: Mental health is so dope. Take care of yourself!!	u003ca href=http://twitter.com/download/android rel=nofollowu003eTwitter for Androidu003c/au003e	4475025624	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sushitrash', 'name': 'joji', 'id': 2579706949, 'id_str': '2579706949', 'indices': [3, 14]}], 'symbols': []}	False	False	low
Fri Jun 02 00:21:58 +0000 2017	870435284055412736	RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	983079937	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jbakken2015', 'name': 'JoHanna Bridgetud83dudc78ud83cudffb', 'id': 233800914, 'id_str': '233800914', 'indices': [3, 15]}], 'symbols': []}	False	False	low
Fri Jun 02 00:21:59 +0000 2017	870435289394692096	RT @HeartlessGayyy: Me: Today's going to be a good day!  My Anxiety: https://t.co/3OZIckSeD8	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	2283056660	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'HeartlessGayyy', 'name': 'Heartless Gay', 'id': 1334691576, 'id_str': '1334691576', 'indices': [3, 18]}], 'symbols': [], 'media': [{'id': 830942300591136768, 'id_str': '830942300591136768', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/830942300591136768/pu/img/T_Ljug6WVOs9EL5x.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/830942300591136768/pu/img/T_Ljug6WVOs9EL5x.jpg', 'url': 'https://t.co/3OZIckSeD8', 'display_url': 'pic.twitter.com/3OZIckSeD8', 'expanded_url': 'https://twitter.com/antoniodelotero/status/830942486214361088/video/1', 'type': 'photo', 'sizes': {'large': {'w': 480, 'h': 480, 'resize': 'fit'}, 'small': {'w': 340, 'h': 340, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 480, 'h': 480, 'resize': 'fit'}}, 'source_status_id': 830942486214361088, 'source_status_id_str': '830942486214361088', 'source_user_id': 2842954795, 'source_user_id_str': '2842954795'}]}	False	False	low
Fri Jun 02 00:21:59 +0000 2017	870435289797337093	Please hurry. People will die from depression and anxiety. This is not sustainable. https://t.co/yaDi0oWEeA	u003ca href=http://twitter.com/#!/download/ipad rel=nofollowu003eTwitter for iPadu003c/au003e	244417596	True	0	0	{'hashtags': [], 'urls': [{'url': 'https://t.co/yaDi0oWEeA', 'expanded_url': 'https://twitter.com/eliesthervizio/status/870418254732439552', 'display_url': 'twitter.com/eliestherviziou2026', 'indices': [84, 107]}], 'user_mentions': [], 'symbols': []}	False	False	low
Fri Jun 02 00:21:59 +0000 2017	870435290212691968	RT @lifeaseva: It isn't easy to get over mental health issues but finding people who understand you and identifying yourself is the first su2026	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	4135176256	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'lifeaseva', 'name': 'Eva Gutowski', 'id': 1079108184, 'id_str': '1079108184', 'indices': [3, 13]}], 'symbols': []}	False	False	low
Fri Jun 02 00:21:59 +0000 2017	870435291156197376	@beardedstoner Yeah suffering from TAD (trump anxiety disorder) baaaaad, very baaad.	u003ca href=http://twitter.com/download/iphone rel=nofollowu003eTwitter for iPhoneu003c/au003e	379920074	False	0	0	{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'beardedstoner', 'name': 'Bearded Stoner', 'id': 232863368, 'id_str': '232863368', 'indices': [0, 14]}], 'symbols': []}	False	False	low
Fri Jun 02 00:22:00 +0000 2017	870435294197067776	Anxiety level today, through the roof! https://t.co/DLSyvJhmGp	u003ca href=http://twitter.com rel=nofollowu003eTwitter Web Clientu003c/au003e	16092256	True	0	0	{'hashtags': [], 'urls': [{'url': 'https://t.co/DLSyvJhmGp', 'expanded_url': 'https://twitter.com/mercola/status/870434826100387844', 'display_url': 'twitter.com/mercola/statusu2026', 'indices': [39, 62]}], 'user_mentions': [], 'symbols': []}	False	False	low
